ID	Category	Pattern	Type	Theme	Content	Color					
444	Presuppositions	Sooner or later...	Dynamic	Pleasure	**Sooner or later** waves of enjoyment will flood you completely... and it could be much faster than you think	#C5E1A5					
445	Presuppositions	Sooner or later...	Dynamic	Playfulness	**Sooner or later** the image will reveal itself fully... and I think it is already starting to become clear	#C5E1A5					
446	Presuppositions	Sooner or later...	Dynamic	Playfulness	**Sooner or later** your curiosity will take you to surprising places... why not let it do that now?	#C5E1A5					
447	Presuppositions	Sooner or later...	Dynamic	Desire	**Sooner or later** you will want it with all your might... and this craving is already growing inside you	#C5E1A5					
448	Presuppositions	Sooner or later...	Dynamic	Desire	**Sooner or later** the desire will take over you completely... and I feel that it is already happening	#C5E1A5					
449	Presuppositions	Sooner or later...	Dynamic	Freedom	**Sooner or later** you will release all limitations... why not now? why not here?	#C5E1A5					
450	Presuppositions	Sooner or later...	Dynamic	Freedom	**Sooner or later** you will give yourself absolute freedom... and it can start this very moment	#C5E1A5					
451	Presuppositions	Sooner or later...	Dynamic	Mischief	**Sooner or later** you will laugh from this sensation... and I see the smile is already beginning	#C5E1A5					
452	Presuppositions	Sooner or later...	Dynamic	Mischief	**Sooner or later** your mischievous side will take over... why fight it? let it come	#C5E1A5					
453	Presuppositions	Sooner or later...	Dynamic	Sexy	**Sooner or later** your sensuality will explode... and she is already starting to awaken	#C5E1A5					
454	Presuppositions	Sooner or later...	Dynamic	Sexy	**Sooner or later** the body will give you exactly what you want... and it is already preparing	#C5E1A5					
455	Presuppositions	Sooner or later...	Dynamic	Wildness	**Sooner or later** the wild side will break out... and I feel that it is already pushing	#C5E1A5					
456	Presuppositions	Sooner or later...	Dynamic	Wildness	**Sooner or later** you will lose control completely... and control is already beginning to slip away	#C5E1A5					
457	Presuppositions	Sooner or later...	Dynamic	Joy	**Sooner or later** joy will flood you completely... and it is already starting to rise	#C5E1A5					
458	Presuppositions	Sooner or later...	Dynamic	Joy	**Sooner or later** you will feel absolute happiness... and it seems to me that it's very close	#C5E1A5					
459	Presuppositions	Sooner or later...	Dynamic	Safety & Trust	**Sooner or later** you will feel completely safe... and this safety is already here	#C5E1A5					
460	Presuppositions	Sooner or later...	Dynamic	Safety & Trust	**Sooner or later** you will simply let me hold you... why not start now?	#C5E1A5					
461	Presuppositions	I'm curious if you've already...	Dynamic	Relaxation	**I'm curious if you've already** started to sink deeper... if the calmness is already spreading in you... feel it?	#C5E1A5					
462	Presuppositions	I'm curious if you've already...	Dynamic	Relaxation	**I'm curious if you've already** let go of the tension... if the body is already releasing... it seems so	#C5E1A5					
463	Presuppositions	I'm curious if you've already...	Dynamic	Pleasure	**I'm curious if you've already** felt the waves of pleasure... if they are already flowing in you... aren't they?	#C5E1A5					
464	Presuppositions	I'm curious if you've already...	Dynamic	Pleasure	**I'm curious if you've already** felt the pleasant sensations growing... if you are noticing them... surely you are	#C5E1A5					
465	Presuppositions	I'm curious if you've already...	Dynamic	Playfulness	**I'm curious if you've already** seen the image taking shape... if you see it... it seems so	#C5E1A5					
466	Presuppositions	I'm curious if you've already...	Dynamic	Playfulness	**I'm curious if you've already** started smiling from curiosity... if it draws you in... of course it does	#C5E1A5					
467	Presuppositions	I'm curious if you've already...	Dynamic	Desire	**I'm curious if you've already** felt the craving rising in you... if you feel it growing... surely you do	#C5E1A5					
468	Presuppositions	I'm curious if you've already...	Dynamic	Desire	**I'm curious if you've already** felt the desire strengthening... if it is taking you over... it seems so	#C5E1A5					
469	Presuppositions	I'm curious if you've already...	Dynamic	Freedom	**I'm curious if you've already** started to feel more free... if the chains are loosening... of course they are	#C5E1A5					
470	Presuppositions	I'm curious if you've already...	Dynamic	Freedom	**I'm curious if you've already** felt the limitations disappearing... if you feel the expansion... surely you do	#C5E1A5					
471	Presuppositions	I'm curious if you've already...	Dynamic	Mischief	**I'm curious if you've already** felt the tickle beginning... if you feel it... it seems so	#C5E1A5					
472	Presuppositions	I'm curious if you've already...	Dynamic	Mischief	**I'm curious if you've already** felt the smile rising... if the fun is beginning... of course it is	#C5E1A5					
473	Presuppositions	I'm curious if you've already...	Dynamic	Sexy	**I'm curious if you've already** felt the skin awakening... if it is more sensitive... surely it is	#C5E1A5					
474	Presuppositions	I'm curious if you've already...	Dynamic	Sexy	**I'm curious if you've already** felt the sensuality flowing... if you feel it... it seems so	#C5E1A5					
475	Presuppositions	I'm curious if you've already...	Dynamic	Wildness	**I'm curious if you've already** felt the urge awakening... if it is pushing... of course it is	#C5E1A5					
476	Presuppositions	I'm curious if you've already...	Dynamic	Wildness	**I'm curious if you've already** felt control starting to slip... if the wildness is rising... surely it is	#C5E1A5					
477	Presuppositions	I'm curious if you've already...	Dynamic	Joy	**I'm curious if you've already** felt the joy starting to burst... if you feel it... it seems so	#C5E1A5					
478	Presuppositions	I'm curious if you've already...	Dynamic	Joy	**I'm curious if you've already** felt the heart more open... if the happiness is flowing... of course it is	#C5E1A5					
479	Presuppositions	I'm curious if you've already...	Dynamic	Safety & Trust	**I'm curious if you've already** felt safer... if the safety is growing... surely it is	#C5E1A5					
480	Presuppositions	I'm curious if you've already...	Dynamic	Safety & Trust	**I'm curious if you've already** sunk into the protection... if you feel it... it seems so	#C5E1A5					
481	Presuppositions	You can continue to...	Dynamic	Relaxation	And now **you can continue to** sink... deeper... more and more... there is no limit to the depth	#C5E1A5					
482	Presuppositions	You can continue to...	Dynamic	Relaxation	**You can continue to** let go... more and more... every muscle... every thought... everything releases	#C5E1A5					
483	Presuppositions	You can continue to...	Dynamic	Pleasure	**You can continue to** feel the pleasure intensifying... wave after wave... each one bigger	#C5E1A5					
484	Presuppositions	You can continue to...	Dynamic	Pleasure	**You can continue to** let the pleasant sensations fill you... more and more... really good	#C5E1A5					
485	Presuppositions	You can continue to...	Dynamic	Playfulness	**You can continue to** explore the image... to discover new things... to be curious	#C5E1A5					
486	Presuppositions	You can continue to...	Dynamic	Playfulness	**You can continue to** play with it... to see where it leads... to wonder... to smile	#C5E1A5					
487	Presuppositions	You can continue to...	Dynamic	Desire	**You can continue to** feel the craving grow... intensify... filling you completely	#C5E1A5					
488	Presuppositions	You can continue to...	Dynamic	Desire	**You can continue to** let the desire take you... deeper... stronger... yes	#C5E1A5					
489	Presuppositions	You can continue to...	Dynamic	Freedom	**You can continue to** feel more free... every moment... lighter... more open	#C5E1A5					
490	Presuppositions	You can continue to...	Dynamic	Freedom	**You can continue to** release more and more layers... until nothing is left... only freedom	#C5E1A5					
491	Presuppositions	You can continue to...	Dynamic	Mischief	**You can continue to** feel the tickle intensifying... spreading... tickling... fun	#C5E1A5					
492	Presuppositions	You can continue to...	Dynamic	Mischief	**You can continue to** let the mischievous side come... to come out... to play... to enjoy	#C5E1A5					
493	Presuppositions	You can continue to...	Dynamic	Sexy	**You can continue to** feel the arousal growing... the sensitivity rising... the sensuality spreading	#C5E1A5					
494	Presuppositions	You can continue to...	Dynamic	Sexy	**You can continue to** let the body respond... awaken... ask... take	#C5E1A5					
495	Presuppositions	You can continue to...	Dynamic	Wildness	**You can continue to** feel the urge intensifying... pushing... taking over... taking you	#C5E1A5					
496	Presuppositions	You can continue to...	Dynamic	Wildness	**You can continue to** let the wildness break out... more and more... without restraints	#C5E1A5					
